Price,Close,High,Low,Open,Volume
Ticker,ASELS.IS,ASELS.IS,ASELS.IS,ASELS.IS,ASELS.IS
Date,,,,,
2023-03-27,28.22536277770996,28.524306716668267,27.65238467729413,28.300097812129934,69735456
2023-03-28,26.531341552734375,28.39974588743398,26.531341552734375,28.250273920785848,60075182
2023-03-29,27.02958106994629,27.02958106994629,26.033098818519697,26.531339944232993,68165344
2023-03-30,26.38187026977539,27.37835260743913,26.35695859146164,27.029583409128975,75131346
2023-03-31,25.883628845214844,26.75555088205608,25.80889191037277,26.531341978169063,76935354
2023-04-03,25.435211181640625,25.759068700273385,24.633042599096683,25.709243443216458,81018788
2023-04-04,26.50642967224121,26.50642967224121,25.33556182440534,25.50994736802642,66286316
2023-04-05,25.9832763671875,26.70572450401179,25.88362775846166,26.556252541242596,54832594
2023-04-06,26.356958389282227,26.381870067404883,25.833803645510407,25.833803645510407,41599006
2023-04-07,25.9832763671875,26.556252541242596,25.958362789526696,26.332043646769243,35896384
2023-04-10,26.929933547973633,27.07940551157255,26.10783679786003,26.10783679786003,49765000
2023-04-11,26.655900955200195,27.15414209454973,26.506428993523155,27.029581809712347,45532638
2023-04-12,27.42817497253418,27.552735260239274,26.63098989147723,26.680813246303607,98529140
2023-04-13,26.880111694335938,27.60256177614315,26.880111694335938,27.47800148275016,57240710
2023-04-14,26.356958389282227,27.30361546241761,26.307133132397706,26.929934588660146,42177496
2023-04-17,25.933452606201172,26.680814363732267,25.858717570831605,26.48151903544085,52505902
2023-04-18,25.80889129638672,27.079405854002363,25.759067941436758,26.381869381507087,55175532
2023-04-19,26.406780242919922,26.85519802616854,25.460121323012434,25.80889049880146,56692662
2023-04-20,25.883628845214844,26.132749427169482,25.759068554237523,25.98327745812454,14089458
2023-04-24,25.609596252441406,26.406781344082567,25.584682674058286,26.008188798261987,40194408
2023-04-25,24.862234115600586,25.883628091754463,24.812408860276527,25.65941919439406,33953932
2023-04-26,24.13479995727539,24.986793744803517,24.11487175630982,24.81240820672132,61892452
2023-04-27,23.59670066833496,24.493534339212605,23.59670066833496,24.114871909513727,61630948
2023-04-28,22.28134536743164,23.756138750439955,21.94254122530281,23.606666782004105,55590330
2023-05-02,21.48415756225586,22.520500052401797,21.44429925913285,22.281344531746377,58279312
2023-05-03,21.115461349487305,21.633630722604146,20.38802779567468,21.48415875150046,71373566
2023-05-04,20.926128387451172,21.72331347052698,20.72683116636264,20.926128387451172,48500006
2023-05-05,20.128942489624023,21.075599499879186,20.009363781683213,20.926127540432486,38148790
2023-05-08,20.74675941467285,20.946056617952223,20.049223004473028,20.3780620594367,44267002
2023-05-09,19.949575424194336,21.085564599384767,19.859891868190978,20.74676047684743,65017160
2023-05-10,19.441370010375977,20.13890648391403,19.32179129742248,19.97946946706881,33066224
2023-05-11,20.90619659423828,21.125423899831524,19.43140335951559,19.441368409827916,111256504
2023-05-12,20.55742835998535,21.175248202649744,20.089082378086232,20.94605773708033,66770276
2023-05-15,20.188732147216797,21.992364624595744,20.059188380514904,20.55742954337621,115817526
2023-05-16,21.304790496826172,21.414404156791303,20.278414955840425,20.31827325905739,93555782
2023-05-17,21.563875198364258,21.982397817770543,21.24500118370024,21.36457988951877,90362982
2023-05-18,21.015811920166016,21.70338524134447,20.686972836235306,21.653559985816088,54758428
2023-05-22,20.726831436157227,21.41440476715951,20.338203940679023,21.12542588352267,66820336
2023-05-23,20.567394256591797,21.005847004880764,20.477710696699983,20.686972969993942,47858222
2023-05-24,20.158836364746094,20.69693771616735,19.979469247605675,20.537500701073455,50114648
2023-05-25,20.049224853515625,20.338203734218943,19.829997529562245,20.218626921734522,46186762
2023-05-26,21.79306983947754,22.052153578018384,20.04922572628168,20.04922572628168,122829696
2023-05-29,23.965396881103516,23.965396881103516,22.530463837773294,22.968914650693574,117416060
2023-05-30,24.413816452026367,25.211001535102174,24.025188961606805,24.463639806978918,171001340
2023-05-31,23.666454315185547,24.603148197102374,23.46715709753886,24.373955826616942,110750694
2023-06-01,23.766103744506836,24.35402846615896,23.696350286114075,23.756138693216556,68833498
2023-06-02,24.44371223449707,24.802444580794415,24.214519854154712,24.324133518638483,134435160
2023-06-05,25.460121154785156,25.634506691846973,24.84230321376828,24.91205666833737,103202290
2023-06-06,25.933452606201172,27.25379247142847,25.933452606201172,26.107838156675303,182043016
2023-06-07,27.054494857788086,27.253792083884772,26.406781723932674,26.581165371287867,161013452
2023-06-08,27.20396614074707,27.328526428755325,26.38186938027609,26.92993388725674,112848506
2023-06-09,27.702205657958984,27.85167951525915,26.855197269999632,27.403261744636747,106546850
2023-06-12,26.979759216308594,28.200448521602056,26.929933960586123,27.901504589823894,90213886
2023-06-13,25.908538818359375,27.07940471624114,25.8338018884354,26.97975801052794,81987718
2023-06-14,26.033100128173828,26.655901566646886,25.41029868970077,25.908539840479218,85248970
2023-06-15,26.356958389282227,26.43169342365019,25.908540580517585,26.058012549892727,55001784
2023-06-16,26.182573318481445,27.10432063093782,26.157661639904624,26.6060794568444,76744852
2023-06-19,24.66293716430664,26.15766062881007,24.56328855321191,26.10783727358229,61362146
2023-06-20,24.15473175048828,24.936970237181924,24.084978290626058,24.56328935880066,79865244
2023-06-21,24.413816452026367,25.03661789212908,24.12483567151191,24.214519230937835,87859892
2023-06-22,25.63450813293457,25.63450813293457,24.07501276564801,24.463640263316925,97847542
2023-06-23,26.356958389282227,26.406781745527535,25.58468306300543,26.207484519267872,71721224
2023-06-26,27.32852554321289,27.40326247385176,26.456603555408517,26.506428809380797,76546926
2023-06-27,27.12923240661621,27.20396744261417,26.905023497343826,27.154144085282198,27652004
2023-07-03,28.52430534362793,28.648865628971283,27.527823060881104,27.85168056302947,123337278
2023-07-04,29.67026138305664,29.819733354380606,28.524307068720603,28.922899625797587,165159914
2023-07-05,29.645347595214844,30.11867705459399,28.49939336241839,29.670259271889726,140414348
2023-07-06,29.196929931640625,30.068851923292815,29.196929931640625,29.76990800069628,100299000
2023-07-07,29.421140670776367,29.94429351848001,28.947811179753366,29.047459793753873,103586036
2023-07-10,30.691654205322266,30.940774781341567,30.293061663819216,30.64183085037407,127667630
2023-07-11,31.588489532470703,32.13655403482446,31.015511452214298,31.83761010638407,152843776
2023-07-12,31.538665771484375,32.01199526447212,30.94077598563876,31.339370443295326,137298190
2023-07-13,33.88039779663086,34.55302258086714,31.3393687221392,31.3393687221392,330152130
2023-07-14,34.62775802612305,35.698977200136426,33.33233186741579,34.25407718411452,216331796
2023-07-17,36.869842529296875,37.61720420218803,34.52811080808248,34.851964491979544,225620128
2023-07-18,34.62775802612305,38.46421315023264,34.62775802612305,37.36808420085221,259386594
2023-07-19,35.67406463623047,35.74880156700947,33.95513423470436,34.6028454318066,174493980
2023-07-20,36.69546127319336,37.168788842801405,35.69897897820523,36.86984491456062,152610080
2023-07-21,35.9730110168457,36.570902702665805,35.27547641863995,36.47125218772322,101943644
2023-07-24,35.02635192871094,36.57089862600041,34.403550534539534,36.072657510663284,118180550
2023-07-25,35.32529830932617,36.471250674015636,34.25407907614383,35.02635437946276,184744208
2023-07-26,37.019317626953125,37.168787685781545,35.001439521904985,35.35020679378281,153631664
2023-07-27,36.49616622924805,37.66703223539143,36.371605934950274,37.34317470996151,127180366
2023-07-28,37.193702697753906,37.667030270887906,36.6207246136118,36.8200218343497,146447036
2023-07-31,37.16878890991211,38.09053427418474,37.04422862281369,37.36808612952523,134665650
2023-08-01,37.14387893676758,38.538951864122915,36.5958106354112,37.11896535896837,177627908
2023-08-02,39.211578369140625,39.211578369140625,37.14388056464806,37.318264213050284,158411726
2023-08-03,38.115447998046875,39.56034809417621,37.81650406812178,39.26140416425111,124222306
2023-08-04,38.21509552001953,38.53895303485598,37.46773377867929,38.16527216418586,103358154
2023-08-07,39.06210708618164,39.635085171371166,38.464215422874965,39.26140430728386,93382256
2023-08-08,37.86632537841797,39.28631181985302,37.691941745483504,39.13684176359981,86349174
2023-08-09,38.613685607910156,38.96245286063171,37.4179061965709,37.542466472725444,97013926
2023-08-10,37.31826400756836,40.133327349230136,36.79510926396382,38.68842721090761,174970668
2023-08-11,39.08701705932617,39.31122785967159,37.21861272950602,37.31826324119677,143994248
2023-08-14,38.81298828125,40.43227209951998,38.51404433659432,39.610173400757986,111411464
2023-08-15,39.36104965209961,39.80946743370828,38.16527016823588,38.912631870490934,99237052
2023-08-16,37.11896514892578,38.414391360310496,37.11896514892578,38.01580072672657,136096148
2023-08-17,36.91967010498047,37.76668237860722,36.91967010498047,37.7168552203574,91263838
2023-08-18,35.20073699951172,37.293348249062376,34.85196592373448,36.994404327880595,94952460
2023-08-21,36.795108795166016,37.1438798868849,34.77723438399725,34.95161802921751,103062902
2023-08-22,36.47125244140625,36.969493615749386,35.94810148911305,36.79510996498499,69584162
2023-08-23,36.24704360961914,37.218612330190396,36.122483322300866,36.521077762230675,104425132
2023-08-24,36.869842529296875,38.538949505164844,36.37160141403611,36.37160141403611,186398638
2023-08-25,37.64710235595703,38.24499405290784,36.570903383491235,36.86984733132737,83352906
2023-08-28,39.22154235839844,39.460695972061906,37.96597258219171,37.96597258219171,114588213
2023-08-29,38.50407409667969,39.659993371586786,38.12540977176652,39.28132904667362,63295810
2023-08-31,38.384498596191406,39.361050792614265,38.26492178472367,38.56386571403216,102372288
2023-09-01,38.58379364013672,39.20161156603483,38.304776027410085,38.58379364013672,70189686
