,entryId,content,date,entryUrl,type,favoriteCount,issueTitle,issueUrl,authorId,authorName,authorUrl,authorAvatar
1678,85108870.0,bir tanıdığının alt yüklenicide çalışıp ülke için son derece önemli tamamen milli ve yerli radar sistemini tamamen kendi becerisi ile tek başına yaptığını ve bunu ulu orta anlattığını iddia edenleri gösteren başlık :),2019-01-04 12:02:00,https:/www.eksisozluk.com/entry/85108870,entry,0.0,aselsan sagem ve tai'den mühendis göçü,https:/www.eksisozluk.com/aselsan-sagem-ve-taiden-muhendis-gocu--5896342,1688706.0,sosyalamayalniz,https:/www.eksisozluk.com/biri/sosyalamayalniz,https://ekstat.com/img/default-profile-picture-light.svg
1680,,"bir savunma sanayii çalışanı olarak sorun sadece maaş değil bu arada. hollandaya gidip öyle über maaşlar da almıyorlar ( euro ile alıp euro ile harcadıklarını düşününce ). yaşam kalitesini artırmaya çalışan mühendislerdir. hollandanın yanında amerika, canada, estonya ve finlandiyaya gidenler de var.",,,,,,,,,,
1681,85108935.0,(bkz: akp döneminde gerçekleşmiştir),2019-01-04 12:04:00,https:/www.eksisozluk.com/entry/85108935,entry,21.0,aselsan sagem ve tai'den mühendis göçü,https:/www.eksisozluk.com/aselsan-sagem-ve-taiden-muhendis-gocu--5896342,1010999.0,sagliginiz icin,https:/www.eksisozluk.com/biri/sagliginiz-icin,https://ekstat.com/img/default-profile-picture-light.svg
1682,80329312.0,"hala dolar tekrar 7'yi bulacak geçecek diyorlar. iyi güzel de kardeşim sen 7'den aldın. 2-3 gün beklesen 5.8'den alacaktın. zarardasın işte. 1 yıl sonra tekrardan o değerin üzerine çıkacak olması zararda olduğunu değiştirmez, kardan zararda olacaksın o zaman da.",2018-08-16 15:36:00,https:/www.eksisozluk.com/entry/80329312,entry,6.0,19 binden bitcoin 45'den aselsan 7'den dolar almak,https:/www.eksisozluk.com/19-binden-bitcoin-45den-aselsan-7den-dolar-almak--5758108,458319.0,benim adim kerim hepinizi severim,https:/www.eksisozluk.com/biri/benim-adim-kerim-hepinizi-severim,https://ekstat.com/img/default-profile-picture-light.svg
1683,80329412.0,ılk ikisini yapınca üçüncüye parası kalmamış olabilecek kişi eylemi (bkz: siz kaçın beni tanıdılar),2018-08-16 15:39:00,https:/www.eksisozluk.com/entry/80329412,entry,4.0,19 binden bitcoin 45'den aselsan 7'den dolar almak,https:/www.eksisozluk.com/19-binden-bitcoin-45den-aselsan-7den-dolar-almak--5758108,277488.0,sivil,https:/www.eksisozluk.com/biri/sivil,https://img.ekstat.com/profiles/sivil-637769350529504813.jpg
1684,80329491.0,keynesyen teoriye göre uzun vadede hepimiz ölüyoruz. artık mezardan selam çakarsınız.,2018-08-16 15:41:00,https:/www.eksisozluk.com/entry/80329491,entry,0.0,19 binden bitcoin 45'den aselsan 7'den dolar almak,https:/www.eksisozluk.com/19-binden-bitcoin-45den-aselsan-7den-dolar-almak--5758108,2028390.0,elekritik,https:/www.eksisozluk.com/biri/elekritik,https://img.ekstat.com/profiles/elekritik-638558001378955168.jpg
1685,80329513.0,"fakiri fukarayı düşünmeyip, acınası hale düşenlerdir.",2018-08-16 15:42:00,https:/www.eksisozluk.com/entry/80329513,entry,1.0,19 binden bitcoin 45'den aselsan 7'den dolar almak,https:/www.eksisozluk.com/19-binden-bitcoin-45den-aselsan-7den-dolar-almak--5758108,1147765.0,babayarro12,https:/www.eksisozluk.com/biri/babayarro12,https://ekstat.com/img/default-profile-picture-light.svg
1686,80329523.0,aselsan dışındaki gereklilikleri sağladığım kombodur.,2018-08-16 15:42:00,https:/www.eksisozluk.com/entry/80329523,entry,2.0,19 binden bitcoin 45'den aselsan 7'den dolar almak,https:/www.eksisozluk.com/19-binden-bitcoin-45den-aselsan-7den-dolar-almak--5758108,1385530.0,tomtombala,https:/www.eksisozluk.com/biri/tomtombala,https://ekstat.com/img/default-profile-picture-light.svg
1688,,"bitcoindeki zararımı doların artışı biraz törpüledi sağolsun. doları da 2,56 seviyesinden beri kademeli stokladığım için 7 den düşmesi hiç dert değil, bu süreçte araba sahibi bile olmamı sağladı.",,,,,,,,,,
1689,80329527.0,"aselsan'ı bilemem ama dolar konusunda muhtemelen 1 ay içerisinde kara geçecektir; yatırım zaten 1 aydan kısa sürede ise yatırım olmaz, kumar olur.",2018-08-16 15:42:00,https:/www.eksisozluk.com/entry/80329527,entry,3.0,19 binden bitcoin 45'den aselsan 7'den dolar almak,https:/www.eksisozluk.com/19-binden-bitcoin-45den-aselsan-7den-dolar-almak--5758108,1359879.0,64uncuakiladam,https:/www.eksisozluk.com/biri/64uncuakiladam,https://img.ekstat.com/profiles/64uncuakiladam-636352292785398007.jpg
1691,,"dolar'ın tekrar 7 olduğunda bitcoin 11.500$ ve üstüne gelirse ki bence sene sonuna doğru en azından 10 bin $ seviyesi olabilir gibi duruyor, bu durumda dolar sayesinde bitcoin'den de pek fazla zarar etmeyecektir. bitcoin'in 19 bin $ seviyelerinde tl karşılığı 80 bin tl civarındaydı.",,,,,,,,,,
1692,80329577.0,"19.000'den aldığı bitcoini 16 aralık'ta 19.650 dolara satıp, 45'ten aldığı aselsan'ları aynı gün 45.2'den satıp, 7'den aldığı doları da, yatırım amacı olarak 14 ağustos'ta tanesi 6.195 dolardan bitcoin alıp, ertesi gün tanesi 6.275 dolardan satarak, her seferinde kâr eden yatırımcı hareketidir.",2018-08-16 15:43:00,https:/www.eksisozluk.com/entry/80329577,entry,4.0,19 binden bitcoin 45'den aselsan 7'den dolar almak,https:/www.eksisozluk.com/19-binden-bitcoin-45den-aselsan-7den-dolar-almak--5758108,1877540.0,malchir,https:/www.eksisozluk.com/biri/malchir,https://img.ekstat.com/profiles/malchir-636734692284757526.jpg
1693,80329712.0,bahtsız bedevi gırgırını bırakırsak dolar alanın her zaman kâr edeceği oluşumdur.,2018-08-16 15:48:00,https:/www.eksisozluk.com/entry/80329712,entry,0.0,19 binden bitcoin 45'den aselsan 7'den dolar almak,https:/www.eksisozluk.com/19-binden-bitcoin-45den-aselsan-7den-dolar-almak--5758108,1946886.0,truthislie,https:/www.eksisozluk.com/biri/truthislie,https://img.ekstat.com/profiles/truthislie-636738513548838117.jpg
1694,80329722.0,(bkz: 2007 yılında fenerbahçeli olmak),2018-08-16 15:48:00,https:/www.eksisozluk.com/entry/80329722,entry,2.0,19 binden bitcoin 45'den aselsan 7'den dolar almak,https:/www.eksisozluk.com/19-binden-bitcoin-45den-aselsan-7den-dolar-almak--5758108,1159928.0,onsekizharfliknick,https:/www.eksisozluk.com/biri/onsekizharfliknick,https://ekstat.com/img/default-profile-picture-light.svg
1695,80329795.0,sadece en ileri zekalıların yapabileceği hadise.,2018-08-16 15:50:00,https:/www.eksisozluk.com/entry/80329795,entry,0.0,19 binden bitcoin 45'den aselsan 7'den dolar almak,https:/www.eksisozluk.com/19-binden-bitcoin-45den-aselsan-7den-dolar-almak--5758108,2095543.0,helal kesim domuz,https:/www.eksisozluk.com/biri/helal-kesim-domuz,https://img.ekstat.com/profiles/helal-kesim-domuz-638432848553033565.jpg
1696,79410473.0,maaş anlamında savunma sanayi bariz önde olsa da kendinizi geliştirmek adına doğru yer arçelik olur. yeni mezun bir mühendis için savunma sanayi kadar kendini köreltebileceği başka bir sektör yok. o yüzden ss en erken 3-4 yıllık tecrübe sonrası düşünülmeli.,2018-07-21 15:38:00,https:/www.eksisozluk.com/entry/79410473,entry,16.0,aselsan'da kariyer vs arçelik'te kariyer,https:/www.eksisozluk.com/aselsanda-kariyer-vs-arcelikte-kariyer--5425607,376686.0,medeniyetsiz,https:/www.eksisozluk.com/biri/medeniyetsiz,https://ekstat.com/img/default-profile-picture-light.svg
1698,,"çalışanların %90ı için savunma sanayi mühendisi olmak radar,helikopter, tank, roket, tüfek tasarlamakla ilgili değil. ar-ge personelinin bile çoğu o işlerle doğrudan uğraşmıyor. aselsanın da her fabrika gibi satın alma, üretim, lojistik, iş geliştirme, ik, kalite, satış sonrası birimleri mevcut. mühendislerin çoğu buralarda istihdam ediliyor.",,,,,,,,,,
1700,,"arçelik gibi üretimde bir saat kaybetse binlerce tl para kaybeden bir firma ile ""sensörler bu hafta da gelmiyor, artık haftaya montajı yaparız"" diyerek toplantıdan rahatça çıkılabilen, bırakın verimli bir üretim bandını nerdeyse fix position üretim yapan, jis/jit bir yana 1-2 yıl sonra kullanacağı malzemeyi stoğuna çeken bir firmanın mühendislerinin problem çözme, verimlilik, otomasyon gibi konularda yetkinlikleri ve gelişimleri çok farklı oluyor.",,,,,,,,,,
1702,,savunma sanayi diğer sektörlerden gelen tecrübeli mühendisleri yüksek maaş vererek kendine çeker ve gelişir. mezun olduktan sonra doğrudan savunma sanayisinde işe başlayan mühendis vasat kalır.,,,,,,,,,,
1703,139045130.0,(bkz: koç vs kamu),2022-06-21 18:16:00,https:/www.eksisozluk.com/entry/139045130,entry,0.0,aselsan'da kariyer vs arçelik'te kariyer,https:/www.eksisozluk.com/aselsanda-kariyer-vs-arcelikte-kariyer--5425607,2543310.0,vinileks,https:/www.eksisozluk.com/biri/vinileks,https://img.ekstat.com/profiles/vinileks-637918859927341464.jpg
1704,139045221.0,"koç zaten yakında iha siha ve benzer işlere girerse kimse şaşırmasın, çok da şey etmeyin bu yüzden diyeceğim başlıktır.",2022-06-21 18:18:00,https:/www.eksisozluk.com/entry/139045221,entry,3.0,aselsan'da kariyer vs arçelik'te kariyer,https:/www.eksisozluk.com/aselsanda-kariyer-vs-arcelikte-kariyer--5425607,1339284.0,bmw850csi12silindirli,https:/www.eksisozluk.com/biri/bmw850csi12silindirli,https://img.ekstat.com/profiles/bmw850csi12silindirli-637776026970446408.jpg
1705,139045694.0,"aselsan'da kariyer. aselsan hem daha fazla maaş veriyor, hem daha kurumsal hem de diğer şirketlerin kapılarını sonuna kadar açıyor. ayrıca yurt dışı için de çok iyi basamak. hangisinde daha çok şey öğrenirim diyorsan arçelikte daha çok şey öğrenirsin. ama maalesef daha çok şey bilmek ""genellikle"" para etmiyor.",21.06.2022 18:33 ~ 22.06.2022 00:06,https:/www.eksisozluk.com/entry/139045694,entry,3.0,aselsan'da kariyer vs arçelik'te kariyer,https:/www.eksisozluk.com/aselsanda-kariyer-vs-arcelikte-kariyer--5425607,1934001.0,turgak,https:/www.eksisozluk.com/biri/turgak,https://ekstat.com/img/default-profile-picture-light.svg
1707,,şu iki konuya açıklık getirelim bir de.,,,,,,,,,,
1708,,1. koç sirketlerinin ciddi kurumsallık problemleri var.,,,,,,,,,,
1709,,2. aselsan torpil yuvası değil.,,,,,,,,,,
1710,139045807.0,amazon varken gereksiz işler.,2022-06-21 18:36:00,https:/www.eksisozluk.com/entry/139045807,entry,7.0,aselsan'da kariyer vs arçelik'te kariyer,https:/www.eksisozluk.com/aselsanda-kariyer-vs-arcelikte-kariyer--5425607,1808240.0,sen kendini ne saniyorsun,https:/www.eksisozluk.com/biri/sen-kendini-ne-saniyorsun,https://img.ekstat.com/profiles/sen-kendini-ne-saniyorsun-637833628878027656.jpg
1711,139045858.0,parası iyiyse neresi olsa fark etmez.,2022-06-21 18:38:00,https:/www.eksisozluk.com/entry/139045858,entry,0.0,aselsan'da kariyer vs arçelik'te kariyer,https:/www.eksisozluk.com/aselsanda-kariyer-vs-arcelikte-kariyer--5425607,2560021.0,c7v8k,https:/www.eksisozluk.com/biri/c7v8k,https://ekstat.com/img/default-profile-picture-light.svg
1712,139045888.0,biri bakin bunu benim sirketim yaptı demekten utanacagim urunler ureten iki sirket iceren versus.,2022-06-21 18:38:00,https:/www.eksisozluk.com/entry/139045888,entry,0.0,aselsan'da kariyer vs arçelik'te kariyer,https:/www.eksisozluk.com/aselsanda-kariyer-vs-arcelikte-kariyer--5425607,1960226.0,x68000,https:/www.eksisozluk.com/biri/x68000,https://img.ekstat.com/profiles/x68000-638721246601626588.jpg
1713,139048052.0,konuya çok uzak olan bir eşit ağırlıkçı olarak fikrimi söylemek isterim. liseden iyi bir arkadaşım makine mühendisi arçelikte çalışıyor. çocuk yıllardır arçelikte pazarlamacı olarak çalışıyor. makine mühendisi adamı böyle istihdam etmeleri bana çok garip geliyor.,21.06.2022 19:42 ~ 19:44,https:/www.eksisozluk.com/entry/139048052,entry,0.0,aselsan'da kariyer vs arçelik'te kariyer,https:/www.eksisozluk.com/aselsanda-kariyer-vs-arcelikte-kariyer--5425607,2150702.0,inecemdedurakyok,https:/www.eksisozluk.com/biri/inecemdedurakyok,https://ekstat.com/img/default-profile-picture-light.svg
1714,139048230.0,görsel,2022-06-21 19:47:00,https:/www.eksisozluk.com/entry/139048230,entry,2.0,aselsan'da kariyer vs arçelik'te kariyer,https:/www.eksisozluk.com/aselsanda-kariyer-vs-arcelikte-kariyer--5425607,2180398.0,justin mcleod,https:/www.eksisozluk.com/biri/justin-mcleod,https://img.ekstat.com/profiles/justin-mcleod-638756722650181752.jpg
1715,,islamcıların aklı sıra bok attığı koç bünyesinde kariyer...,,,,,,,,,,
1717,,zaten daha önce de yazıldığı gibi aselsan çalışmaları da fırsat bulunca koç şirketlerine kaçıyor...,,,,,,,,,,
1719,,"herif koç holding şirketlerine ""utanıyorum"" yazmış... e bu ülke yararına kim varsa utanmanız normal zaten.",,,,,,,,,,
1720,139050058.0,"aselsan'da yatış, ay kariyer…",2022-06-21 20:37:00,https:/www.eksisozluk.com/entry/139050058,entry,2.0,aselsan'da kariyer vs arçelik'te kariyer,https:/www.eksisozluk.com/aselsanda-kariyer-vs-arcelikte-kariyer--5425607,990133.0,insan haltlari,https:/www.eksisozluk.com/biri/insan-haltlari,https://ekstat.com/img/default-profile-picture-light.svg
1721,60037311.0,süper tip.,2016-04-20 06:38:00,https:/www.eksisozluk.com/entry/60037311,entry,23.0,aselsan'ın ürettikleri ile övünen akp'li,https:/www.eksisozluk.com/aselsanin-urettikleri-ile-ovunen-akpli--5091827,7457.0,entropy,https:/www.eksisozluk.com/biri/entropy,https://ekstat.com/img/default-profile-picture-light.svg
1723,,"çalışanlarının neredeyse tamamı akp muhalifi kafir odtü mezunu olan aselsan'da geliştirilen projelerle niye övünüyorsun ki dallama? senin reisinden nefret eden, eğitimli, modern, bilgili mühendisler geliştiriyor o projeleri berat, bilal, yiğit, efgan, binali gibi çapsızlar değil.",,,,,,,,,,
1724,60037565.0,"aselsan'da calisan tanidiklarimin yarisinin uymadigi kaliplara takilmis insanlar tarafindan garipsenen insanlardir. aselsan'da 2008'den beri calisip yuksek bir mevkide olan 5 vakit namazinda insanlar var, siz inansaniz da inanmasaniz da.",2016-04-20 07:58:00,https:/www.eksisozluk.com/entry/60037565,entry,6.0,aselsan'ın ürettikleri ile övünen akp'li,https:/www.eksisozluk.com/aselsanin-urettikleri-ile-ovunen-akpli--5091827,637117.0,aradeth,https:/www.eksisozluk.com/biri/aradeth,https://ekstat.com/img/default-profile-picture-light.svg
1726,,o degil de memleketin gelistirdikleri ile ovunmekte ne var? ovunmek icin 100% sizin kafa yapinizda olunmasi mi gerekiliyor. misal ben turk milliyetcisi degilim ama aziz sancar'in bulusu ile ovunuyorum.,,,,,,,,,,
1727,60092927.0,"hem benim hayat tarzımı, fikirlerimi, her şeyimi aşağılayıp sonra benim ürettiğim katmadeğer ile övünecekler, buna laf edince de biz lölö olacaz he mi? kimse kusura bakmasın yok öyle üç kuruşa beş köfte.",2016-04-23 00:30:00,https:/www.eksisozluk.com/entry/60092927,entry,23.0,aselsan'ın ürettikleri ile övünen akp'li,https:/www.eksisozluk.com/aselsanin-urettikleri-ile-ovunen-akpli--5091827,7457.0,entropy,https:/www.eksisozluk.com/biri/entropy,https://ekstat.com/img/default-profile-picture-light.svg
1729,,"avrupa ve japon bankalarının kredileri ile parasını bastırıp japon firmaya yaptırdığın, içine vagonu güney kore'den getirdiğin ve eklentilerini ispanyollara yaptırdığın marmaray ile övünmek zaten gerizekalı olmayan birinin yapacağı bir şey değil. ben de parasını bastırıp aldığım iphone ile övüneyim o zaman :)",,,,,,,,,,
1731,,dinciler gitsinler ayet okunmuş fasulye ile övünsünler. pozitif bilim alerji yapar onlarda.,,,,,,,,,,
1732,60093275.0,ahah gerizekalıya bak aselsanın başarısı akp'nin başarısıymış. o zaman arçeliğin başarısı da akp'nin başarısı :) aselsan anonim şirket. şirket yani. akp ile ya da devlet ile ya da hükümet ile bir organik bağı yok.,2016-04-23 00:46:00,https:/www.eksisozluk.com/entry/60093275,entry,38.0,aselsan'ın ürettikleri ile övünen akp'li,https:/www.eksisozluk.com/aselsanin-urettikleri-ile-ovunen-akpli--5091827,7457.0,entropy,https:/www.eksisozluk.com/biri/entropy,https://ekstat.com/img/default-profile-picture-light.svg
1734,,"aselsan'daki katmadeğer üreten beyinlerin de, tıpkı bu ülkede düzgün katmadeğer üreten diğer insanlar gibi önemli kısmı modern, seküler, bilim ve bilgiyi her şeyin üzerinde tutan eğitimli insanlardır sizin kazlıçeşme müdavimi davarlarınız değil.",,,,,,,,,,
1736,,"hadi git maket kabe etrafında dönen çocuklar başlığına. daha önce de yazdığım gibi bilim, bilgi, katmadeğer sizin neyinize? git aynı anda iki yerde olabilen evliyanın hayatını falan incele sen.",,,,,,,,,,
1737,60093454.0,gönül verdiği partisini ve aselsan' daki çalışan personelin solcu mu ateist mi vs.. olduğunu düşünmeden ilk başta vatandaş olarak sevinen övünen ak partilidir.,2016-04-23 00:55:00,https:/www.eksisozluk.com/entry/60093454,entry,2.0,aselsan'ın ürettikleri ile övünen akp'li,https:/www.eksisozluk.com/aselsanin-urettikleri-ile-ovunen-akpli--5091827,1295835.0,adam degilsin,https:/www.eksisozluk.com/biri/adam-degilsin,https://ekstat.com/img/default-profile-picture-light.svg
1738,60093588.0,"""akp'den once aselsan kac tane proje uretmis?"" demiş ya ak-it. yatma vakti geldi.",2016-04-23 01:02:00,https:/www.eksisozluk.com/entry/60093588,entry,21.0,aselsan'ın ürettikleri ile övünen akp'li,https:/www.eksisozluk.com/aselsanin-urettikleri-ile-ovunen-akpli--5091827,1178306.0,rigidbar,https:/www.eksisozluk.com/biri/rigidbar,https://ekstat.com/img/default-profile-picture-light.svg
1740,,akp'den önce mağarada yaşıyorduk zaten a.q.,,,,,,,,,,
1741,60093611.0,"katmadeğer bir sürecin sonucu olduğundan süreci ve süreci yürüten kişilerin değerlerini aşağılayıp sadece sonuca sahip çıkan, çelişkiler içindeki (maalesef bu örnekte tam da cuk oturan) (bkz: lahanayı yerken kıtır kıtır sapına gelince me) tadında akplidir.",2016-04-23 01:03:00,https:/www.eksisozluk.com/entry/60093611,entry,1.0,aselsan'ın ürettikleri ile övünen akp'li,https:/www.eksisozluk.com/aselsanin-urettikleri-ile-ovunen-akpli--5091827,7457.0,entropy,https:/www.eksisozluk.com/biri/entropy,https://ekstat.com/img/default-profile-picture-light.svg
1742,60093690.0,"""sen yap da seninkiyle ovunek lan sikik.""",2016-04-23 01:06:00,https:/www.eksisozluk.com/entry/60093690,entry,7.0,aselsan'ın ürettikleri ile övünen akp'li,https:/www.eksisozluk.com/aselsanin-urettikleri-ile-ovunen-akpli--5091827,7457.0,entropy,https:/www.eksisozluk.com/biri/entropy,https://ekstat.com/img/default-profile-picture-light.svg
1744,,"haha ben zaten yapıyorum, benim gibiler de zaten yapıyor ve sen bana sikik derken ben ve benim gibilerin ürettiği ile övünme hakkına sahip değilsin am feryadı. anladın mı?",,,,,,,,,,
1746,,"sen git ayet okunmuş fasulye ile övün. kafirin, çapulcunun, anarşiğin, gezicinin ürettiği şeyden sana ne?",,,,,,,,,,
1747,60093704.0,örnekler damlamış hemen.,2016-04-23 01:07:00,https:/www.eksisozluk.com/entry/60093704,entry,11.0,aselsan'ın ürettikleri ile övünen akp'li,https:/www.eksisozluk.com/aselsanin-urettikleri-ile-ovunen-akpli--5091827,494027.0,travenian,https:/www.eksisozluk.com/biri/travenian,https://ekstat.com/img/default-profile-picture-light.svg
1749,,aselsan hakkında bi bok bilseler de içim yanmaz. tipik akp'li bilgim yok ama fikrim var kafası.,,,,,,,,,,
1751,,şş.,,,,,,,,,,
1753,,"lan daha 6 aya önceye kadar da açılım süreci ile övünüyordunuz. akp yaptı, bakın başardı , başardık diye.",,,,,,,,,,
1755,,nooldu lan o iş .,,,,,,,,,,
1757,,siz gölge bile etmeyin . gölge ettiğiniz topraklarda bile ot bitmez.,,,,,,,,,,
1758,60093712.0,"övünmeyenle, memlekete aynı katkıyı sağlar.",23.04.2016 01:07 ~ 01:08,https:/www.eksisozluk.com/entry/60093712,entry,0.0,aselsan'ın ürettikleri ile övünen akp'li,https:/www.eksisozluk.com/aselsanin-urettikleri-ile-ovunen-akpli--5091827,885910.0,bi turlu anlatamadim,https:/www.eksisozluk.com/biri/bi-turlu-anlatamadim,https://ekstat.com/img/default-profile-picture-light.svg
1760,,lan mühendisler akp zamanında öldürülmedi mi? neyin artisliği bu? daha geçen hafta mke'nin başındaki muhterem mütedeyyin abi silah projesini abd'ye satmaya çalışıyodu. mal herif çalmayı da becerememiş. aq sike sürülecek aklınız yok gelmiş icat yapiyruk diyo. sen git bina yap aq.,,,,,,,,,,
1761,6680615.0,macunkoy tesislerine sortla giremeyeceginiz firma. hatta koyu yesil agirlikli kamuflajli sortla bile almiyolar.,2005-01-15 01:23:00,https:/www.eksisozluk.com/entry/6680615,entry,0.0,aselsan,https:/www.eksisozluk.com/aselsan--46255,39431.0,winters,https:/www.eksisozluk.com/biri/winters,https://ekstat.com/img/default-profile-picture-light.svg
1762,8720404.0,"sabah poğaca dağıtan adamın ismi ferit dir, üstelik güldüğü vakitler de vardır, görülmüştür.",2005-12-17 18:44:00,https:/www.eksisozluk.com/entry/8720404,entry,0.0,aselsan,https:/www.eksisozluk.com/aselsan--46255,18421.0,farawaysoclose,https:/www.eksisozluk.com/biri/farawaysoclose,https://ekstat.com/img/default-profile-picture-light.svg
1763,9150321.0,(bkz: aselsan kedileri),2006-02-18 20:22:00,https:/www.eksisozluk.com/entry/9150321,entry,0.0,aselsan,https:/www.eksisozluk.com/aselsan--46255,18421.0,farawaysoclose,https:/www.eksisozluk.com/biri/farawaysoclose,https://ekstat.com/img/default-profile-picture-light.svg
1764,9302568.0,aynı gün içerisinde 4 farklı kıtadan heyetin toplantı yaptığı enternasyonal şirket.,2006-03-21 19:44:00,https:/www.eksisozluk.com/entry/9302568,entry,1.0,aselsan,https:/www.eksisozluk.com/aselsan--46255,18421.0,farawaysoclose,https:/www.eksisozluk.com/biri/farawaysoclose,https://ekstat.com/img/default-profile-picture-light.svg
1765,9566576.0,"fi tarihinde stajyerken calisma saatleri icinde kutuphaneye gitmek amaciyla ciktigim yolda gurultuye yonelip bir ""tank"" tarafindan ezilme tehlikesi gecirdigim sirkettir. isin daha komik tarafi ""hocam dikkat, o yola girmek yasak!..."" seklinde beni uyaran adamin elinde roketatar olmasiydi. ne test ediyor idiyseler artik?",20.05.2006 18:12 ~ 18:15,https:/www.eksisozluk.com/entry/9566576,entry,384.0,aselsan,https:/www.eksisozluk.com/aselsan--46255,39431.0,winters,https:/www.eksisozluk.com/biri/winters,https://ekstat.com/img/default-profile-picture-light.svg
1766,9754726.0,bir toplantı için gittiğimizde aracımızı girerken değil de çıkarken arayan güvenliğe sahip firmadır kendileri.,2006-07-02 23:40:00,https:/www.eksisozluk.com/entry/9754726,entry,17.0,aselsan,https:/www.eksisozluk.com/aselsan--46255,91802.0,uther,https:/www.eksisozluk.com/biri/uther,https://ekstat.com/img/default-profile-picture-light.svg
1767,,burada verilen mesaj şudur ki:,,,,,,,,,,
1768,,aselsan'a bomba sokabilirsiniz ama dışarı bomba çıkaramazsınız.,,,,,,,,,,
1769,9760313.0,"savunma sanayi konusunda memleketimizin güzide bir kurumudur. alanlarında kendilerine muvaffakiyet dilerim, buraya kadar eyvallah.",04.07.2006 10:34 ~ 20.01.2009 02:37,https:/www.eksisozluk.com/entry/9760313,entry,0.0,aselsan,https:/www.eksisozluk.com/aselsan--46255,32083.0,agk,https:/www.eksisozluk.com/biri/agk,https://ekstat.com/img/default-profile-picture-light.svg
1770,,"ama kim oluyorlar da macunköy yerleşimlerine en az 750 metre uzaklıktaki bağdat caddesine iki tane* güvenlik kamerası koyabiliyorlar anlamadım. ayıp kardeşim, kendi güvenlik bölgene koy tamam da ora ne alaka? fiilen tacizdir bu.",,,,,,,,,,
1772,,ulan niye kötülüyorsunuz editi: kötüleyin anasını satayım kötüleyin.,,,,,,,,,,
1773,,"keyfekeder izlenin, dinlenin, parmak iziniz siz hariç herkeste kayıtlı olsun. mal gibi güdülün ne diyeyim...",,,,,,,,,,
1774,9921341.0,"ogs, kgs gibi sistemlerin tasarımından sorumlu birimlerinin izmir'in göbeğinde sanayide bir binada çalıştığı mutlu mühendisler şirketi",2006-08-14 23:57:00,https:/www.eksisozluk.com/entry/9921341,entry,0.0,aselsan,https:/www.eksisozluk.com/aselsan--46255,35529.0,oric,https:/www.eksisozluk.com/biri/oric,https://img.ekstat.com/profiles/oric-638411926362823966.jpg
1775,10623123.0,kendileri hakkinda surekli dolasan emailler icin asagidaki aciklamayi yayinlamislardir:,2007-02-28 22:53:00,https:/www.eksisozluk.com/entry/10623123,entry,1.0,aselsan,https:/www.eksisozluk.com/aselsan--46255,52392.0,sotb,https:/www.eksisozluk.com/biri/sotb,https://ekstat.com/img/default-profile-picture-light.svg
1777,,aselsan kamuoyu açıklaması,,,,,,,,,,
1779,,aselsan hakkında basında yer alan haberler üzerine yapılan açıklama:,,,,,,,,,,
1781,,"1. yazılı ve görsel basında yer alan aselsan’da ard arda üç intihar olduğu haberleri, kurumumuzun toplumsal imajını yıpratmakta ve basın yolu ile kamuoyuna yanlış mesajlar verilmektedir.",,,,,,,,,,
1783,,2. 04 ağustos 2006 tarihinde hüseyin başbilen ve 24 ocak 2007 tarihinde evrim yançeken adlı çalışanlarımız vefat etmişlerdir.,,,,,,,,,,
1785,,"3. 16 ocak 2007 tarihinde vefat eden halim ünsem ünal personelimiz olmamasına rağmen haberlerde bu şekilde yer almıştır. kurumumuzda mühendis olarak sadece 6 ay görev yapan ünal, 31 aralık 2000 tarihinde (7 yıl önce) istifa etmiştir.",,,,,,,,,,
1787,,4. olaylar hakkında adli makamlar tarafından gerekli tüm soruşturmalar gerçekleştirilmiştir. yapılan araştırmalarda ölüm nedenlerinin intihar olduğu belirlenmiş ve olaylar arasında bir ilişki tespit edilmemiştir.,,,,,,,,,,
1789,,5. anılan personelin psikolojik tedavi gördükleri aileleri tarafından açıklanmış olup bu husustaki raporlar ilgili hastanelerde bulunmaktadır.,,,,,,,,,,
1791,,6. intihar olayları ile ilgili aselsan’ın doğrudan veya dolaylı bir ilgisi bulunmamaktadır.,,,,,,,,,,
1793,,7. ayrıca basında yer alan ve bu olayların arkasında kirli ve karanlık güçlerin olduğuna dair tüm ifadeler ise asılsız haberlerdir.,,,,,,,,,,
1795,,"8. vefat eden personelin ailelerini ve çalışma arkadaşlarını üzmemek, yaralarını tekrar deşmemek için konu ilgililer dışındakiler ile paylaşılmamıştır. ancak çalışanlarımızın isimlerinin gerçekle ilişkisi bulunmayan spekülasyonlar ile anılmaya başlanması tüm aselsan ailesini üzmüş ve konu ile ilgili açıklama yapılması gereği doğmuştur.",,,,,,,,,,
1797,,kamuoyuna saygılarımızla duyururuz.,,,,,,,,,,
1798,10627356.0,öncelikle:,02.03.2007 10:45 ~ 15.08.2007 15:12,https:/www.eksisozluk.com/entry/10627356,entry,3.0,aselsan,https:/www.eksisozluk.com/aselsan--46255,58413.0,chocuk,https:/www.eksisozluk.com/biri/chocuk,https://ekstat.com/img/default-profile-picture-light.svg
1800,,(bkz: aselsan intiharlari),,,,,,,,,,
1801,,(bkz: aselsan tank projesindeki muhendisin olumu),,,,,,,,,,
