,entryId,content,date,entryUrl,type,favoriteCount,issueTitle,issueUrl,authorId,authorName,authorUrl,authorAvatar
0,138208287.0,netflix türkiye tarafından yapılacağı söyleniyor. şu an sadece piyasada konuşuluyor daha resmi açıklama yok.,2022-06-01 20:58:00,https:/www.eksisozluk.com/entry/138208287,entry,1.0,aselsan mühendislerinin hayatının dizi olması,https:/www.eksisozluk.com/aselsan-muhendislerinin-hayatinin-dizi-olmasi--7292715,1887103.0,istebuarimaya,https:/www.eksisozluk.com/biri/istebuarimaya,https://img.ekstat.com/profiles/istebuarimaya-637769090430905818.jpg
2,,(bkz: aselsan mühendislerinin şüpheli ölümleri),,,,,,,,,,
3,138208485.0,milliyetçilik adı altında vıcık vıcık propaganda yapmazlarsa anlamlı proje.,2022-06-01 21:03:00,https:/www.eksisozluk.com/entry/138208485,entry,1.0,aselsan mühendislerinin hayatının dizi olması,https:/www.eksisozluk.com/aselsan-muhendislerinin-hayatinin-dizi-olmasi--7292715,2389107.0,woo,https:/www.eksisozluk.com/biri/woo,https://ekstat.com/img/default-profile-picture-light.svg
4,138208510.0,netflix mi? allah düşürmesin.,2022-06-01 21:04:00,https:/www.eksisozluk.com/entry/138208510,entry,1.0,aselsan mühendislerinin hayatının dizi olması,https:/www.eksisozluk.com/aselsan-muhendislerinin-hayatinin-dizi-olmasi--7292715,1554027.0,yedinci element,https:/www.eksisozluk.com/biri/yedinci-element,https://ekstat.com/img/default-profile-picture-light.svg
5,138208631.0,"tahminim mühendislerden birini eşcinsel, diğerini de zenci yaparlar.",2022-06-01 21:06:00,https:/www.eksisozluk.com/entry/138208631,entry,2.0,aselsan mühendislerinin hayatının dizi olması,https:/www.eksisozluk.com/aselsan-muhendislerinin-hayatinin-dizi-olmasi--7292715,1992831.0,mynameisfreedom,https:/www.eksisozluk.com/biri/mynameisfreedom,https://img.ekstat.com/profiles/mynameisfreedom-637464841750280615.jpg
6,135344087.0,"""pakistan bayrağının hilal ve yıldızı, aydınlığa ve mükemmelliğe yol gösterir."" şeklindeki paylaşımdır.",2022-03-24 14:42:00,https:/www.eksisozluk.com/entry/135344087,entry,1.0,24 mart 2022 aselsan paylaşımı,https:/www.eksisozluk.com/24-mart-2022-aselsan-paylasimi--7217062,1904181.0,trockist kedi,https:/www.eksisozluk.com/biri/trockist-kedi,https://img.ekstat.com/profiles/trockist-kedi-638437208961135519.jpg
8,,çok acayip,,,,,,,,,,
9,135344133.0,bizim bayrak neyi gösteriyormuş peki,2022-03-24 14:43:00,https:/www.eksisozluk.com/entry/135344133,entry,3.0,24 mart 2022 aselsan paylaşımı,https:/www.eksisozluk.com/24-mart-2022-aselsan-paylasimi--7217062,1168370.0,ltdsti,https:/www.eksisozluk.com/biri/ltdsti,https://img.ekstat.com/profiles/ltdsti-636536789224688276.jpg
10,135345676.0,bunda bir sakınca yok da... keşke afganlarla yola koyulup türkiye'ye geleceklerine aydınlığa ve mükemmelliyete ulaştıran bayrak altında kalsalar ya o zaman diyesim geldi.,2022-03-24 15:25:00,https:/www.eksisozluk.com/entry/135345676,entry,1.0,24 mart 2022 aselsan paylaşımı,https:/www.eksisozluk.com/24-mart-2022-aselsan-paylasimi--7217062,1690254.0,civizi,https:/www.eksisozluk.com/biri/civizi,https://img.ekstat.com/profiles/civizi-637406969882223670.jpg
11,135345763.0,(bkz: grape),2022-03-24 15:28:00,https:/www.eksisozluk.com/entry/135345763,entry,0.0,24 mart 2022 aselsan paylaşımı,https:/www.eksisozluk.com/24-mart-2022-aselsan-paylasimi--7217062,2207408.0,borayds,https:/www.eksisozluk.com/biri/borayds,https://img.ekstat.com/profiles/borayds-637776347978137143.jpg
12,135345856.0,pakistan devleti dost ülkededir. çok şeetmeyin.,2022-03-24 15:30:00,https:/www.eksisozluk.com/entry/135345856,entry,1.0,24 mart 2022 aselsan paylaşımı,https:/www.eksisozluk.com/24-mart-2022-aselsan-paylasimi--7217062,1269856.0,fabrikaiscisi,https:/www.eksisozluk.com/biri/fabrikaiscisi,https://ekstat.com/img/default-profile-picture-light.svg
13,41888531.0,aktif olarak kullanımda olduğu yüzde doksan yalandır. sorarlar adama kaç tane aselsan sarp aktif olarak şu an kalekol veya benzeri yerlerde faaldir diye. cevap 3-5 en fazla 15 dir. ki komik bir rakamdır.,2014-04-09 21:15:00,https:/www.eksisozluk.com/entry/41888531,entry,0.0,aselsan sarp,https:/www.eksisozluk.com/aselsan-sarp--4333168,494027.0,travenian,https:/www.eksisozluk.com/biri/travenian,https://ekstat.com/img/default-profile-picture-light.svg
15,,ha elbette güzel alet. ve dilerim tez zamanda gerekli yerlerde kullanılır ama hep maliyeti fazladır hemde kullanıcı operatör eğitimi muhtemelen en az 3 ay gerektireceğinden özel kadro isteyecektir.,,,,,,,,,,
17,,bakalım görelim.,,,,,,,,,,
18,56619001.0,(bkz: silvan'da üç teröristin öldürülüş anı),2015-11-30 19:10:00,https:/www.eksisozluk.com/entry/56619001,entry,1.0,aselsan sarp,https:/www.eksisozluk.com/aselsan-sarp--4333168,524751.0,leptospiroz,https:/www.eksisozluk.com/biri/leptospiroz,https://ekstat.com/img/default-profile-picture-light.svg
19,56648416.0,görüntüleri izledikten sonra evi satıp satın alasım geldi.,2015-12-01 22:05:00,https:/www.eksisozluk.com/entry/56648416,entry,2.0,aselsan sarp,https:/www.eksisozluk.com/aselsan-sarp--4333168,1259029.0,aydind77,https:/www.eksisozluk.com/biri/aydind77,https://img.ekstat.com/profiles/aydind77-637786021594877692.jpg
20,57570624.0,http://www.aselsan.com.tr/…-stabilize-silah-sistemi,2016-01-08 11:21:00,https:/www.eksisozluk.com/entry/57570624,entry,0.0,aselsan sarp,https:/www.eksisozluk.com/aselsan-sarp--4333168,1121412.0,kimse bana tavuk diyemez,https:/www.eksisozluk.com/biri/kimse-bana-tavuk-diyemez,https://img.ekstat.com/profiles/kimse-bana-tavuk-diyemez-637809823643594507.jpg
21,57571239.0,sitesinde sepete ekle butonunu göremediğim (bkz: heval-savar),2016-01-08 11:53:00,https:/www.eksisozluk.com/entry/57571239,entry,3.0,aselsan sarp,https:/www.eksisozluk.com/aselsan-sarp--4333168,1034172.0,gil estel,https:/www.eksisozluk.com/biri/gil-estel,https://img.ekstat.com/profiles/gil-estel-636350496581942771.jpg
22,66378853.0,"türk ordusundaki zırhlı personel taşıyıcısı olan kirpi araçlarına entegrasyonuyla birlikte ordudaki personel taşıyıcıları neredeyse zırhlı muharabe aracına dönüştürecek olan merkezi, uzaktan kontrollü makineli silah sistemi.",2017-02-18 22:14:00,https:/www.eksisozluk.com/entry/66378853,entry,0.0,aselsan sarp,https:/www.eksisozluk.com/aselsan-sarp--4333168,1960588.0,police sergeant,https:/www.eksisozluk.com/biri/police-sergeant,https://ekstat.com/img/default-profile-picture-light.svg
23,67687023.0,(bkz: remote controlled weapon station),2017-04-24 17:23:00,https:/www.eksisozluk.com/entry/67687023,entry,0.0,aselsan sarp,https:/www.eksisozluk.com/aselsan-sarp--4333168,1007849.0,hayir bu koyden olsam nolcak,https:/www.eksisozluk.com/biri/hayir-bu-koyden-olsam-nolcak,https://img.ekstat.com/profiles/hayir-bu-koyden-olsam-nolcak-638473155871736692.jpg
24,,(bkz: rcws),,,,,,,,,,
26,,(bkz: uzaktan komutalı silah sistemi),,,,,,,,,,
28,,"ülkemizde genellikle zırhlı araçların (otokar-cobra, nurol-ejder vs.) üzerine monte halde kullanılır. önümüzdeki yıllarda ise sınır güvenliği bu muhteşem aletle sağlanır umarım.",,,,,,,,,,
30,,"sistemin üzerine; yakın combat için 7,62mm hafif silah, 12,7mm uçak savar ve allah ne verdiyse 40mm bomba atar monte edilebiliyor ama teker teker olmak şartıyla. 40mm sabit 7,62 ya da 12,7mm silahları aynı anda kullanılabilmesi için çalışılıyor. dünyada örnekleri mevcut umarım en yakın zamanda yerli üretimini de görürüz.",,,,,,,,,,
31,118917105.0,gün itibariyle imal adedi 3000.,2021-01-30 19:00:00,https:/www.eksisozluk.com/entry/118917105,entry,1.0,aselsan sarp,https:/www.eksisozluk.com/aselsan-sarp--4333168,575858.0,remagius,https:/www.eksisozluk.com/biri/remagius,https://img.ekstat.com/profiles/remagius-637774587967417479.jpg
32,134116574.0,israilli rakibi rafael samson'un 3/1 fiyatına sahip aselsan yapımı uzaktan kumandalı silah istasyonudur.,2022-02-23 16:12:00,https:/www.eksisozluk.com/entry/134116574,entry,0.0,aselsan sarp,https:/www.eksisozluk.com/aselsan-sarp--4333168,2748533.0,11514151415,https:/www.eksisozluk.com/biri/11514151415,https://img.ekstat.com/profiles/11514151415-638774785177001134.jpg
34,,"rafael samson ve envanterimizdeki benzerleriyle birlikte son 8 yılda terörle mücadelenin sihalarla birlikte iki oyun değiştiricisinden biridir. özellikle gece, kötü havalarda, şehir içi çatışmalarında çok mehmetçiğin hayatını kurtarmış, isabetli ve sürekli atışlarıyla görüntü alındığında affetmemiştir. sahip olduğu en büyük avantajlardan biri olan; şehir içi kenar köşeden ya da arazide uzaktan hakim noktadan güvenle gözetleme ve saldırı yapma imkanları oldukça azaldı",,,,,,,,,,
36,,rakibinden farklı olarak askerlerin talebiyle cephane kutusu dahil zırhı arttırılarak daha mantıklı bir ürün haline gelmiştir. israile bu tarz bir teknolojiyi bizle paylaştığı için büyük bir teşekkür borcumuz mevcuttur.,,,,,,,,,,
37,133727125.0,"savaş uçaklarında silah pilonlarına takılan, bir pilona fazladan bir veya iki mühimmat takmaya yarayan alet, edavat.",14.02.2022 15:44 ~ 15:46,https:/www.eksisozluk.com/entry/133727125,entry,0.0,aselsan çoklu taşıma salanı,https:/www.eksisozluk.com/aselsan-coklu-tasima-salani--7175015,1704151.0,cirrus des aigles,https:/www.eksisozluk.com/biri/cirrus-des-aigles,https://img.ekstat.com/profiles/cirrus-des-aigles-638051766238980974.jpg
39,,görsel,,,,,,,,,,
40,133727254.0,birilerinin ihtiyacını karşılayack oaln alettir. ihtiyaç olmasa neden icat edilsin ki..,2022-02-14 15:48:00,https:/www.eksisozluk.com/entry/133727254,entry,0.0,aselsan çoklu taşıma salanı,https:/www.eksisozluk.com/aselsan-coklu-tasima-salani--7175015,1739749.0,esdtns,https:/www.eksisozluk.com/biri/esdtns,https://img.ekstat.com/profiles/esdtns-638726289046334147.jpg
41,132303809.0,twitter hesabının sahibi ile başlık yazarın türkçe'si ne kadar benziyor dediğim basliktir.,2022-01-14 04:54:00,https:/www.eksisozluk.com/entry/132303809,entry,0.0,bahçeli ve aselsan saatleri ile coin kehaneti,https:/www.eksisozluk.com/bahceli-ve-aselsan-saatleri-ile-coin-kehaneti--7139704,1681002.0,sicak simit,https:/www.eksisozluk.com/biri/sicak-simit,https://img.ekstat.com/profiles/sicak-simit-637769499822258622.jpg
43,,"kimi bu şekil konuşur kimi başka şekil konuşur, kimsenin türkçesine herkes karışamaz.",,,,,,,,,,
44,132045508.0,tam bir vurgun olmuş.,2022-01-08 07:17:00,https:/www.eksisozluk.com/entry/132045508,entry,0.0,hamdi kılıç'ın oğlunun üretimi aselsan saatleri,https:/www.eksisozluk.com/hamdi-kilicin-oglunun-uretimi-aselsan-saatleri--7133431,1485005.0,diyenin hesap,https:/www.eksisozluk.com/biri/diyenin-hesap,https://img.ekstat.com/profiles/diyenin-hesap-637769815196395963.jpg
45,,şu saati kim takar?,,,,,,,,,,
46,,bu saati takacağına saat takmazsın.,,,,,,,,,,
47,,"ekonomi kötü olsa da yemeye devam ediyorlar, öyle vicdansız bir kitle ile karşı karşıyayız.",,,,,,,,,,
48,132045560.0,makam araçlarının cerez parası olarak lanse edildiği ülkede saat için ödenen paranın lafı mı olur? yapmayın bunlar itibar göstergesi. koltuklarınızın kabarması lazım.,2022-01-08 07:26:00,https:/www.eksisozluk.com/entry/132045560,entry,0.0,hamdi kılıç'ın oğlunun üretimi aselsan saatleri,https:/www.eksisozluk.com/hamdi-kilicin-oglunun-uretimi-aselsan-saatleri--7133431,2696404.0,firari panda,https:/www.eksisozluk.com/biri/firari-panda,https://ekstat.com/img/default-profile-picture-light.svg
49,132046323.0,"görsel olarak son derece çirkin saatlerdir, şahsen bana verilseydi çocuğun oyuncak sepetine atardım, belki o oynar.",2022-01-08 08:42:00,https:/www.eksisozluk.com/entry/132046323,entry,0.0,hamdi kılıç'ın oğlunun üretimi aselsan saatleri,https:/www.eksisozluk.com/hamdi-kilicin-oglunun-uretimi-aselsan-saatleri--7133431,2028794.0,benimguzelaysem,https:/www.eksisozluk.com/biri/benimguzelaysem,https://ekstat.com/img/default-profile-picture-light.svg
50,131269854.0,aselsanın yeni markası.,18.12.2021 11:40 ~ 13:00,https:/www.eksisozluk.com/entry/131269854,entry,145.0,aselsan qatar,https:/www.eksisozluk.com/aselsan-qatar--7113793,2571803.0,arnaldo35,https:/www.eksisozluk.com/biri/arnaldo35,https://img.ekstat.com/profiles/arnaldo35-637912646059360401.jpg
52,,"merkezi ankara’da olan aselsan, türk marka ve patent kurumu’na başvurarak, “aselsan qatar” markasını tescil ettirdi.",,,,,,,,,,
54,,https://www.medyablok.org/…sini-tescil-ettirdi-8781,,,,,,,,,,
56,,https://www.gercekgundem.com/…n-resmen-katarli-oldu,,,,,,,,,,
57,131269995.0,ulan hani vakıf malıydı. vakfı da adamların üstüne mi yaptınız.,18.12.2021 11:46 ~ 17:54,https:/www.eksisozluk.com/entry/131269995,entry,138.0,aselsan qatar,https:/www.eksisozluk.com/aselsan-qatar--7113793,1311868.0,komunemekcisi,https:/www.eksisozluk.com/biri/komunemekcisi,https://ekstat.com/img/default-profile-picture-light.svg
58,,edit: hhaaahhhhaaaa. çok komik lan. iştirak he mi.,,,,,,,,,,
59,131270097.0,"valla girişimci kardeşlerime söylüyorum, şu anda ""aselsanqatar"" şeklindeki tüm alan adları müsait. şimdi alın, ilerde değerlenir belki. ama para ederse ve beni de görmezseniz kırılırım.",18.12.2021 11:49 ~ 25.12.2021 16:25,https:/www.eksisozluk.com/entry/131270097,entry,191.0,aselsan qatar,https:/www.eksisozluk.com/aselsan-qatar--7113793,1432833.0,baros tipi forvet,https:/www.eksisozluk.com/biri/baros-tipi-forvet,https://img.ekstat.com/profiles/baros-tipi-forvet-637646933508543236.jpg
61,,edit: bir şakayı bu kadar ciddiye almak...,,,,,,,,,,
62,131270321.0,"ülkenin askeri bilgileri, hani gizli olur normal bir memlekette",2021-12-18 11:58:00,https:/www.eksisozluk.com/entry/131270321,entry,126.0,aselsan qatar,https:/www.eksisozluk.com/aselsan-qatar--7113793,1695975.0,nenikiamk,https:/www.eksisozluk.com/biri/nenikiamk,https://img.ekstat.com/profiles/nenikiamk-638632011424099939.jpg
63,,muz cumhuriyetlerinde ise böyle elin adamına verilir 10 da 1 fiyatına,,,,,,,,,,
64,,(bkz: katar mandası),,,,,,,,,,
65,131270338.0,yerli ve milli dedikçe yabancılaşmamız.,2021-12-18 11:58:00,https:/www.eksisozluk.com/entry/131270338,entry,45.0,aselsan qatar,https:/www.eksisozluk.com/aselsan-qatar--7113793,861528.0,ademakif,https:/www.eksisozluk.com/biri/ademakif,https://img.ekstat.com/profiles/ademakif-636791608852655525.jpg
66,,(bkz: akp döneminde gerçekleşmiştir),,,,,,,,,,
67,131270356.0,satıyoruuuuum,2021-12-18 11:59:00,https:/www.eksisozluk.com/entry/131270356,entry,14.0,aselsan qatar,https:/www.eksisozluk.com/aselsan-qatar--7113793,1589748.0,pusulam cocukluk,https:/www.eksisozluk.com/biri/pusulam-cocukluk,https://img.ekstat.com/profiles/pusulam-cocukluk-638107828661277326.jpg
68,,satiiiyoorummmmm,,,,,,,,,,
69,,...... paraya katara sattım.,,,,,,,,,,
70,,eğer gerçek ise muhalefetin bunların tepesine çıkması gerekir.,,,,,,,,,,
71,,yazık gerçekten.,,,,,,,,,,
72,131270481.0,yaradana değil dolara tapan siyasal islamcıların yeni kıblesi hayırlı olsun.,2021-12-18 12:03:00,https:/www.eksisozluk.com/entry/131270481,entry,83.0,aselsan qatar,https:/www.eksisozluk.com/aselsan-qatar--7113793,810939.0,antisosyalpsikopatgorunumludonjuan,https:/www.eksisozluk.com/biri/antisosyalpsikopatgorunumludonjuan,https://img.ekstat.com/profiles/antisosyalpsikopatgorunumludonjuan-636349985030202440.jpg
73,131270515.0,aselsanın katarda faaliyet gösterecek şubesi için belirlenen isimdir.,18.12.2021 12:05 ~ 20.12.2021 17:05,https:/www.eksisozluk.com/entry/131270515,entry,137.0,aselsan qatar,https:/www.eksisozluk.com/aselsan-qatar--7113793,1052165.0,umuttepeli,https:/www.eksisozluk.com/biri/umuttepeli,https://img.ekstat.com/profiles/umuttepeli-637773531221001821.jpg
74,,mesela huawei türkiye gibi...,,,,,,,,,,
75,,"apple türkiye, amazon türkiye ya da binance türkiye gibi...",,,,,,,,,,
76,,bu şirketlerin ismine türkiye eklenince bizim olsa harika olurdu değil mi? ama maalesef o işler öyle olmuyor.,,,,,,,,,,
77,,dolayısıyla aselsan da hiçbir yere satılmamıştır.,,,,,,,,,,
79,,"bakım, onarım ve modernizasyon gibi satış sonrası hizmetlerin yapılabilmesi için %100 aselsana ait bir şube açılması söz konusudur.",,,,,,,,,,
81,,böyle haberleri gördüğünüz zaman önce (bkz: kamuyu aydınlatma platformu) üzerinden kontrol edin. ya da internet sitesinde bir duyuru var mı bakın.,,,,,,,,,,
83,,aselsan borsada işlem gören ve hissedarları olan bir şirket. an itibariyle bir adet hissesinin değeri 24.62 tl. bu ücreti ödeyip en az bir adet hisse aldığınız anda şirket üzerinde hak sahibi olursunuz ve yukarıda iddia edilen işlemler sizi doğrudan ilgilendirir. dolayısıyla şirket bunu açıklamak zorundadır.,,,,,,,,,,
84,,açıklama var mı? yok.,,,,,,,,,,
85,,ilerde olabilir mi? bilmiyorum. ama şu an yok.,,,,,,,,,,
87,,borsada işlem gören şirketler hakkında bu tarz yalan haberlerin üretilmesi ve yayılması suçtur. dikkatli olun.,,,,,,,,,,
89,,edit: aktroll ilan edildiğim için birkaç satır daha yazmak isterim.,,,,,,,,,,
91,,ben dahil birçok yazar tarafından detaylı olarak açıklanan ve örnekler sunulan bir konuda olayı anlamaya çalışmak yerine inatla karşı tezler üretmeye çalışmak ancak art niyetli bir zekanın ürünü olabilir.,,,,,,,,,,
93,,siz bu haberleri seviyorsunuz arkadaşlar. yalan gerçek farketmez. yaygara koparabileceğiniz her duyumu büyük bir iştahla bekliyorsunuz.,,,,,,,,,,
95,,"bakın bu şirketin aselsan pakistan, aselsan ukrayna gibi iştirakleri var. merak eden buyursun sitesinden diğerlerini de incelesin. sizin düşünce tarzınıza göre bir çıkarım yaparsak demek ki biz daha önce ukraynaya, pakistana ve birçok farklı alıcıya sattığımız bir şirketi şimdi katara satıyoruz. öyle mi? e ne güzel o zaman. susun da uyanmasın el habibiler. zaten bizim değilmiş. sizce de çok mantıksız ve saçma değil mi?",,,,,,,,,,
97,,yukarıda da yazdım. ilerde sandığınız gibi bir durum olabilir mi? burası türkiye.,,,,,,,,,,
98,,ama okuduğunu anlayan ve yorumlayabilen insanlar olarak şu haberden böyle bir sonuç çıkarmıyor olmanız gerekir. doğru argümanlarla muhalefet yapmazsanız komik duruma düşersiniz. yapmayın. etmeyin. saçmalamayın.,,,,,,,,,,
100,,bu şirketin borsada işlem gördüğünü ve manipülatif haberler yapılmaması gerektiğini tekrar ve önemle hatırlatmak istiyorum.,,,,,,,,,,
102,,edit2:,,,,,,,,,,
103,,"iki tıkla erişilebilecek bilgilere göz gezdirmekten aciz, akıl yoksunu yaygaracılar için şirketin yaptığı açıklama:",,,,,,,,,,
105,,"aselsan yönetim kurulu başkanı ve genel müdürü haluk görgün, ""şirketin katarlı olduğu"" öne sürülerek yayımlanan haberlerin gerçeği yansıtmadığını belirterek, gerçek dışı iddialar ve bunlarla ilgili haber ve paylaşımlara yönelik hukuki süreç başlatıldığını bildirdi.",,,,,,,,,,
106,,"görgün twitter hesabından yaptığı açıklamada, bazı basın organlarında yayımlanan ""aselsan qatar'lı oldu"" başlıklı haberlere ilişkin değerlendirmede bulundu.",,,,,,,,,,
107,,"görgün, ""bu haber başlığı aldatıcı ve gerçeği yansıtmayan bir başlıktır."" değerlendirmesinde bulunarak, şöyle devam etti:",,,,,,,,,,
108,,"""türk milletinin göz bebeği aselsan, küresel bir türk şirketi olarak, 12 farklı ülkede aktif faaliyet göstermekte, 73 ülkeye ihracat yapmaktadır.",,,,,,,,,,
109,,"global pazarlarda faaliyet yürüten şirketimiz, yurt dışında da açtığı ofislere verdiği ismini ve markasını tescil faaliyetleri ile korumakta ve bunu rutin bir uygulama olarak gerçekleştirmektedir.",,,,,,,,,,
110,,sözü geçen aselsan qstp-b adlı katar’daki şubemiz %100 aselsan’a ait olup 19 ocak 2021 tarihinde kap’ta ilan edilmiştir.,,,,,,,,,,
111,,"millî değerlerimizi yıpratmak yanlıştır, milletimize haksızlıktır. aselsan hakkındaki gerçek dışı iddialara ve bu iddiaları kaynak göstererek yapılan haber ve paylaşımlara karşı tüm hukuki süreçlerimiz başlatılmıştır.""",,,,,,,,,,
112,,aselsan'dan konu ile ilgili yapılan açıklamada ise şu bilgiler verildi:,,,,,,,,,,
113,,"""aselsan bugün, özgün ürünlerini ihraç eden, dünyanın ilk 100 savunma sanayii şirketi listesinde ilk 50 firma arasında yer alan tek türk şirketi olarak uluslararası pazarlarda ortaklıklar kuran, yatırım yapan bir marka olarak faaliyetlerini sürdürmektedir.",,,,,,,,,,
114,,"aselsan’ın %74,20’lik hissesine türk silahlı kuvvetlerini güçlendirme vakfı sahipken, hisselerin %25,80’i borsa istanbul’da halka arz edilmiş paylardır.",,,,,,,,,,
115,,"bugün, dünya standartlarında bir teknoloji üssü olarak; sivil sistemlerden askeri çözümlere kadar uzanan geniş ürün yelpazesi, toplam 13 yurt dışı iştirak, ofis ve şubeleri ile küresel pazarlarda sürdürülebilir ve istikrarlı pazarlama faaliyetlerine devam etmektedir. bu bağlamda 2021 yılında aselsan ukrayna şirketini, pakistan islamabad ofisini ve katar mro (bakım onarım ve modernizasyon) merkezini hayata geçirmiştir.",,,,,,,,,,
116,,"globalleşen bir firma olarak aselsan, yurt dışında yaptığı tüm yatırımlar kapsamında aselsan markasının marka ve isim haklarını korumak amacıyla aselsan ukraine, aselsan pakistan, aselsan qatar ve aselsan katar mro markalarımızın tescil başvurularını gerçekleştirmiştir.",,,,,,,,,,
117,,"katar ve körfez bölgesi'nde güvenilir bir savunma ve teknoloji şirketi olarak, uzun yıllardır sürdürdüğümüz faaliyetlerimizin artış göstermesi sebebiyle; sürdürülebilir bir insan kaynağı oluşturmayı, artan operasyonel kapasiteyi yerinde desteklemeyi ve ileri teknoloji savunma çözümlerimizi sunmayı amaçladığımız bakım, onarım ve modernizasyon merkezimiz ile satış sonrası destek faaliyetlerimizi sürdürmekteyiz. bu faaliyetlerimiz sadece katar ve körfez bölgesinde sınırlı kalmayıp azerbaycan’da yerleşik olarak yaklaşık 20 yıldır faaliyette olan aselsan bakü şirketimiz ile azerbaycan’da satış sonrası destek faaliyetleri gerçekleştiriyoruz. yakın dönemde benzer faaliyetlerimizi sürdürmek amacıyla ukrayna’da aynı kapsamda bir bakım, onarım ve modernizasyon merkezi hayata geçirmek için çalışmalarımızı devam ettiriyoruz.",,,,,,,,,,
118,,"2021 yılında faaliyete geçirdiğimiz aselsan ukraine, aselsan pakistan ve aselsan katar mro merkezlerimiz, herhangi bir yerli veya yabancı ortaklıkla kurulmamış olup %100 aselsan a.ş. iştirakleri olarak faaliyetlerini sürdürmektedir. bahse konu merkezlerde herhangi bir ar-ge faaliyeti ve ürün üretimi yapılmamakta olup, belirtilen şekilde satış sonrası hizmetlerin gerçekleştirildiği, yerel müşteri ile daha yakın irtibat kurabilmek amacıyla yapılandırılmışlardır.",,,,,,,,,,
119,,"aselsan’ın yurt içi ve yurt dışı iştirakleri, sermaye ve ortaklık yapısına dair tüm açıklamalar şeffaf bir şekilde aselsan a.ş. web sitesinde her yıl yayınlanan faaliyet raporu’nda kamuya açık şekilde yer almaktadır.""",,,,,,,,,,
120,131270584.0,yanlış anlamadıysam aselsan katar'a satılmış diye bir durum yok - henüz!. aselsan katar'da faaliyet gösterecek bir birimi için isim tescil ettirmiş.,2021-12-18 12:07:00,https:/www.eksisozluk.com/entry/131270584,entry,8.0,aselsan qatar,https:/www.eksisozluk.com/aselsan-qatar--7113793,108520.0,kenjin,https:/www.eksisozluk.com/biri/kenjin,https://ekstat.com/img/default-profile-picture-light.svg
121,131270597.0,asrın liderinden doları yerin dibine sokacak hamledir. dosta korku düşmana güven vermiştir.,2021-12-18 12:08:00,https:/www.eksisozluk.com/entry/131270597,entry,11.0,aselsan qatar,https:/www.eksisozluk.com/aselsan-qatar--7113793,2345478.0,zemheride donmayan adam,https:/www.eksisozluk.com/biri/zemheride-donmayan-adam,https://img.ekstat.com/profiles/zemheride-donmayan-adam-638722553767116612.jpg
122,131293949.0,alayı chp'li muhtemelen. sözlük yönetimi yalan haber yaymaktan bunları şutlar mı? sanmam.,2021-12-19 00:07:00,https:/www.eksisozluk.com/entry/131293949,entry,1.0,aselsan kumpasını yayan troll listesi,https:/www.eksisozluk.com/aselsan-kumpasini-yayan-troll-listesi--7114507,1246160.0,aveajetmodem,https:/www.eksisozluk.com/biri/aveajetmodem,https://ekstat.com/img/default-profile-picture-light.svg
124,,tanım: yalancı şerefsiz insanlardan oluşan liste.,,,,,,,,,,
125,131293994.0,tebrik ederim.,2021-12-19 00:08:00,https:/www.eksisozluk.com/entry/131293994,entry,2.0,aselsan kumpasını yayan troll listesi,https:/www.eksisozluk.com/aselsan-kumpasini-yayan-troll-listesi--7114507,1702145.0,benimkadarmibiliyonuz,https:/www.eksisozluk.com/biri/benimkadarmibiliyonuz,https://img.ekstat.com/profiles/benimkadarmibiliyonuz-638353008815181513.jpg
126,,vatanımızı kurtardın.,,,,,,,,,,
127,131292450.0,"savcı olmaya soyunmuş bir aktroll'ün hezeyanıdır. sen önce yurt dışından sallayacağına türkiye'ye gel. madem ülkeni çok seviyorsun neden yurt dışında yaşıyorsun? merak etme, senden önce ağababaların ne istedilerse verdiler o kişiye. sana gelmez sıra.",2021-12-18 23:29:00,https:/www.eksisozluk.com/entry/131292450,entry,29.0,aselsan satıldı iftirasını atanlara soruşturma,https:/www.eksisozluk.com/aselsan-satildi-iftirasini-atanlara-sorusturma--7114455,2471118.0,fuck stupid people muck beautiful girls,https:/www.eksisozluk.com/biri/fuck-stupid-people-muck-beautiful-girls,https://img.ekstat.com/profiles/fuck-stupid-people-muck-beautiful-girls-637783790276281258.jpg
128,131292723.0,(bkz: ilk entry'si görünmeyen başlıklar),2021-12-18 23:38:00,https:/www.eksisozluk.com/entry/131292723,entry,9.0,aselsan satıldı iftirasını atanlara soruşturma,https:/www.eksisozluk.com/aselsan-satildi-iftirasini-atanlara-sorusturma--7114455,1858255.0,aglamakcaredegil,https:/www.eksisozluk.com/biri/aglamakcaredegil,https://ekstat.com/img/default-profile-picture-light.svg
129,131292732.0,dolar 10 tl olacak diyen kişilere de soruşturma açılmıştı. doların durumu ortada.,2021-12-18 23:38:00,https:/www.eksisozluk.com/entry/131292732,entry,9.0,aselsan satıldı iftirasını atanlara soruşturma,https:/www.eksisozluk.com/aselsan-satildi-iftirasini-atanlara-sorusturma--7114455,2204138.0,bobmarleyinkayipoglufero,https:/www.eksisozluk.com/biri/bobmarleyinkayipoglufero,https://img.ekstat.com/profiles/bobmarleyinkayipoglufero-638658914847724245.jpg
130,,ulan yoksa?,,,,,,,,,,
